university_name,location,website,wur_rank_year,wur_rank,impact_currently_ranked,institution_id,extracted_date
University of Carthage,"Amilcar, Tunisia",http://www.ucar.rnu.tn/,2026,1501+,False,,2026-04-25 23:27
